sector_name,lat,long,address,zone,sector_type,population,housing,income,housing_size,amount_waste,amount_waste_kg,waste_rate,edit_date
อบต.หัวตะพาน,8.620030254,99.84699143,"อาคารองค์การบริหารส่วนตำบลหัวตะพาน, ตำบลหัวตะพาน อำเภอท่าศาลา จังหวัดนครศรีธรรมราช, 80160",ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),3052.00,1037.00,NaN,2.94,1.27,1270.00,0.42,01-06-22
อบต.หัวลำ,15.033196,101.2838097,ตำบล หัวลำ อำเภอ ท่าหลวง ลพบุรี 15230,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),5925.00,1987.00,30000.00,2.98,NaN,NaN,NaN,01-06-22
อบต.หาดขาม,12.09403766,99.81707243,ตำบลหาดขาม อำเภอกุยบุรี ประจวบคีรีขันธ์ 77150,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),11205.00,3648.00,100000.00,3.07,10.16,10160.00,0.91,01-06-22
อบต.หินเหล็กไฟ,12.5920327,99.83774488,223 หมู่ที่ 4 ตำบล หินเหล็กไฟ อำเภอหัวหิน ประจวบคีรีขันธ์ 77110,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),16532.00,10698.00,20000.00,1.55,10.00,10000.00,0.60,01-06-22
อบต.องค์พระ,14.82783361,99.3313175,399 หมู่ที่ 9 ตำบล องค์พระ อำเภอด่านช้าง สุพรรณบุรี 72180,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),7527.00,2870.00,108000.00,2.62,0.56,560.00,0.07,01-06-22
อบต.องครักษ์,14.73941833,100.4107296,111 ถ. หลวง ตำบล องครักษ์ อำเภอ โพธิ์ทอง อ่างทอง 14120,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),5198.00,1830.00,NaN,2.84,5.02,5020.00,0.97,01-06-22
อบต.องครักษ์,14.08058085,100.971906,"ตำบลองครักษ์ อำเภอองครักษ์ จังหวัดนครนายก, อาคารสำนักงานองค์การบริหารส่วนตำบลองครักษ์ 26120",ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),5120.00,1638.00,60000.00,3.13,1.50,1500.00,0.29,01-06-22
อบต.ดอนคลัง,13.60347422,99.98579829,ตำบล ดอนคลัง อำเภอดำเนินสะดวก ราชบุรี 70130,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),4891.00,1648.00,300000.00,2.97,0.50,500.00,0.10,01-06-22
อบต.บ้านบ่อ ,13.50169233,100.1800133,ตำบล บ้านบ่อ อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),8724.00,3102.00,NaN,2.81,9.00,9000.00,1.03,01-06-22
อบต.หนองนกไข่,13.6650812,100.1902778,99 ตำบล หนองนกไข่ อำเภอกระทุ่มแบน สมุทรสาคร 74110,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),3842.00,1451.00,80000.00,2.65,2.00,2000.00,0.52,01-06-22
ทน.แหลมฉบัง,13.08592687,100.9246283,99 หมู่ที่ 10 ถนน แหลมฉบังสาย 1 ตำบลทุ่งสุขลา อำเภอศรีราชา ชลบุรี 20230,ภาคตะวันออก,เทศบาลนคร (ทน.),89145.00,80187.00,NaN,1.11,377.59,377590.00,4.24,01-06-22
ทม.แสนสุข,13.28826502,100.9143604,ถนน บางแสนสาย 2 ตำบลแสนสุข อำเภอเมืองชลบุรี ชลบุรี 20130,ภาคตะวันออก,เทศบาลเมือง (ทม.),46000.00,11687.00,NaN,3.94,110.00,110000.00,2.39,01-06-22
ทม.ศรีราชา,13.16283341,100.921862,ถนน เจิมจอมพล ตำบล ศรีราชา อำเภอศรีราชา ชลบุรี 20110,ภาคตะวันออก,เทศบาลเมือง (ทม.),23519.00,3876.00,NaN,6.07,30.30,30300.00,1.29,01-06-22
เขตการปกครองพิเศษ เมืองพัทยา,12.94935509,100.8929336,เมืองพัทยา อำเภอบางละมุง ชลบุรี,ภาคตะวันออก,เขตการปกครองพิเศษ,127545.00,147552.00,245756.99,0.86,351.00,351000.00,2.75,01-06-22
ทต.นาจอมเทียน,12.81824003,100.9159565,"นาจอมเทียน, 999 หมู่ที่ 4 เทศบาล, ตำบล นาจอมเทียน อำเภอสัตหีบ ชลบุรี 20250",ภาคตะวันออก,เทศบาลตำบล (ทต.),8047.00,1957.00,NaN,4.11,25.00,25000.00,3.11,01-06-22
อบต.บางพระ,13.23675877,100.9834082,ตำบล บางพระ อำเภอศรีราชา ชลบุรี 20110,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),17624.00,11516.00,NaN,1.53,34.00,34000.00,1.93,01-06-22
ทน.ระยอง,12.67546577,101.278189,"44/6 ถนนตากสินมหาราช, ท่าประดู่, เมืองระยอง, ระยอง 21000",ภาคตะวันออก,เทศบาลนคร (ทน.),62788.00,37554.00,NaN,1.67,104.00,104000.00,1.66,01-06-22
ทม.มาบตาพุด,12.72491918,101.1264084,ตำบล ห้วยโป่ง อำเภอเมืองระยอง ระยอง 21150,ภาคตะวันออก,เทศบาลเมือง (ทม.),71629.00,59276.00,NaN,1.21,NaN,NaN,NaN,01-06-22
ทม.บ้านฉาง,12.72080486,101.0668109,หมู่ที่ 5 88 ถนนสุขุมวิท ตำบลบ้านฉาง อำเภอบ้านฉาง ระยอง 21130,ภาคตะวันออก,เทศบาลเมือง (ทม.),30791.00,8247.00,NaN,3.73,25.00,25000.00,0.81,01-06-22
ทต.เมืองแกลง,12.77768,101.6482518,68/1 เทศบาล 2 ตำบล ทางเกวียน อำเภอแกลง ระยอง 21110,ภาคตะวันออก,เทศบาลตำบล (ทต.),18669.00,3750.00,240000.00,4.98,25.00,25000.00,1.34,01-06-22
อบต.มาบยางพร,12.9595332,101.1707771,ตำบล มาบยางพร อำเภอปลวกแดง ระยอง 21140,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),19481.00,41991.00,NaN,0.46,64.50,64500.00,3.31,01-06-22
ทม.ฉะเชิงเทรา,13.69022353,101.0702037,ตำบล หน้าเมือง อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000,ภาคตะวันออก,เทศบาลเมือง (ทม.),38230.00,8897.00,NaN,4.30,70.00,70000.00,1.83,01-06-22
อบต.โสธร,13.68253002,101.0447929,"หมู่ 1, ตำบลโสธร อำเภอเมือง จังหวัดฉะเชิงเทรา, 24000 24000",ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),7491.00,4547.00,NaN,1.65,4.50,4500.00,0.60,01-06-22
ทต.บางคล้า,13.72680305,101.2103791,9 ถนน ฤทธิ์ประศาสน์ ตำบล บางคล้า อำเภอบางคล้า ฉะเชิงเทรา 24110,ภาคตะวันออก,เทศบาลตำบล (ทต.),9357.00,4786.00,NaN,1.96,9.00,9000.00,0.96,01-06-22
ทต.พนมสารคาม,13.74362945,101.3522973,444/20 ถนนฉะเชิงเทรา - กบินทร์บุรี ตำบล พนมสารคาม อำเภอพนมสารคาม ฉะเชิงเทรา 24120,ภาคตะวันออก,เทศบาลตำบล (ทต.),6481.00,4197.00,NaN,1.54,8.00,8000.00,1.23,01-06-22
ทต.คลองตำหรุ,13.44666781,100.9933766,"88 หมู่ 3, ตำบลคลองตำหรุ อำเภอเมืองชลบุรี จังหวัดชลบุรี, 20000",ภาคตะวันออก,เทศบาลตำบล (ทต.),4230.00,6076.00,125000.00,0.70,15.99,15990.00,3.78,01-06-22
ทม.ชลบุรี,13.36100983,100.9852781,ตำบล บางปลาสร้อย อำเภอเมืองชลบุรี ชลบุรี 20000,ภาคตะวันออก,เทศบาลเมือง (ทม.),26937.00,12599.00,NaN,2.14,40.00,40000.00,1.48,01-06-22
ทม.บ้านบึง,13.31400611,101.1113171,335 ถนน ชลบุรี-บ้านบึง ตำบล บ้านบึง อำเภอบ้านบึง ชลบุรี 20170,ภาคตะวันออก,เทศบาลเมือง (ทม.),20801.00,4619.00,161707.00,4.50,40.00,40000.00,1.92,01-06-22
อบต.คลองตำหรุ,13.43771427,100.9915948,11/1 หมู่ที่ 1 ตำบล คลองตำหรุ อำเภอเมืองชลบุรี ชลบุรี 20000,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),3487.00,1809.00,NaN,1.93,5.00,5000.00,1.43,01-06-22
อบต.มาบไผ่,13.34861234,101.0830173,ตำบล มาบไผ่ อำเภอบ้านบึง ชลบุรี 20170,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),6240.00,3216.00,210000.00,1.94,7.00,7000.00,1.12,01-06-22
ทต.หนองไผ่แก้ว,13.22590916,101.2307035,ตำบล หนองไผ่แก้ว อำเภอบ้านบึง ชลบุรี 20220,ภาคตะวันออก,เทศบาลตำบล (ทต.),2315.00,1573.00,NaN,1.47,4.50,4500.00,1.94,01-06-22
ทต.บ่อทองกวาง,13.28333247,101.419446,9/10 ถนน องค์การบริหารส่วนจังหวัด ชลบุรี ตำบล บ่อทอง อำเภอบ่อทอง ชลบุรี 20270,ภาคตะวันออก,เทศบาลตำบล (ทต.),7105.00,2424.00,61606.00,2.93,5.00,5000.00,0.70,01-06-22
ทม.พนัสนิคม,13.45123783,101.1774124,ตำบล กุฏโง้ง อำเภอพนัสนิคม ชลบุรี 20140,ภาคตะวันออก,เทศบาลเมือง (ทม.),10075.00,4989.00,NaN,2.02,14.00,14000.00,1.39,01-06-22
ทต.บางละมุง,13.01736373,100.9296409,ตำบล บางละมุง อำเภอบางละมุง ชลบุรี 20150,ภาคตะวันออก,เทศบาลตำบล (ทต.),12317.00,3206.00,127750.00,3.84,25.00,25000.00,2.03,01-06-22
ทต.หนองปลาไหล,12.98989869,100.9632441,หมู่ที่ 4 56/2 ถนน บ้านแกรก ตำบล หนองปลาไหล อำเภอบางละมุง ชลบุรี 20150,ภาคตะวันออก,เทศบาลตำบล (ทต.),20737.00,14183.00,NaN,1.46,26.00,26000.00,1.25,01-06-22
อบต.ท่าข้าม,13.57861418,101.1629828,"1 หมู่1, องค์การบริหารส่วนตำบลท่าข้าม, ตำบลท่าข้าม อำเภอพนัสนิคม จังหวัดชลบุรี, 20140 24140",ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),3157.00,900.00,70000.00,3.51,2.70,2700.00,0.86,01-06-22
ทม.อ่างศิลา,13.32576235,100.9418767,90/338 หมู่ 3 เทศบาลเมืองอ่างศิลา ตำบล เสม็ด อำเภอเมืองชลบุรี ชลบุรี 20000,ภาคตะวันออก,เทศบาลเมือง (ทม.),35356.00,20854.00,NaN,1.70,51.80,51800.00,1.47,01-06-22
ทต.ห้วยใหญ่,12.86664746,100.9431221,"59, อำเภอบางละมุง ชลบุรี 20150",ภาคตะวันออก,เทศบาลตำบล (ทต.),30812.00,17784.00,180000.00,1.73,30.00,30000.00,0.97,01-06-22
อบต.โคกเพลาะ,13.51416701,101.1335982,ตำบล โคกเพลาะ อำเภอพนัสนิคม ชลบุรี 20140,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),2790.00,691.00,96000.00,4.04,1.00,1000.00,0.36,01-06-22
อบต.เขาไม้แก้ว,12.95092983,101.0458228,"331 อำเภอ บางละมุง ขอ เบ อ ร้ โทร, ตำบล เขาไม้แก้ว อำเภอบางละมุง ชลบุรี 20150",ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),7470.00,3833.00,NaN,1.95,11.22,11220.00,1.50,01-06-22
อบต.ทุ่งขวาง,13.39882902,101.1913521,"เลขที่ 49 หมู่ 3, ตำบลทุ่งขวาง อำเภอพนัสนิคม จังหวัดชลบุรี 20140",ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),4516.00,1326.00,NaN,3.41,1.60,1600.00,0.35,01-06-22
อบต.หนองเสือช้าง,13.13576701,101.3407995,ตำบล หนองเสือช้าง อำเภอหนองใหญ่ ชลบุรี 20190,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),4253.00,1812.00,NaN,2.35,3.79,3790.00,0.89,01-06-22
อบต.โคกขี้หนอน,13.52621975,101.1006497,ตำบล โคกขี้หนอน อำเภอพานทอง ชลบุรี 20160,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),3189.00,779.00,120000.00,4.09,1.00,1000.00,0.31,01-06-22
ทน.เจ้าพระยาสุรศักดิ์,13.12417066,100.9996276,เลขที่ 8 หมู่ 1 ถนนสายท่อน้ำ ตำบลหนองขาม อำเภอศรีราชา ชลบุรี 20230,ภาคตะวันออก,เทศบาลนคร (ทน.),147947.00,102320.00,NaN,1.45,340.00,340000.00,2.30,01-06-22
ทม.หนองปรือ,12.92278779,100.9374409,111 หมู่ที่ 7 อำเภอบางละมุง ชลบุรี 20150,ภาคตะวันออก,เทศบาลเมือง (ทม.),87359.00,51161.00,160530.23,1.71,110.00,110000.00,1.26,01-06-22
อบต.คลองกิ่ว,13.26432531,101.1347122,"เลขที่ 999, Ban Khai ถนน ทางหลวงชนบท ชลบุรี 3196 ตำบล คลองกิ่ว อำเภอบ้านบึง ชลบุรี 20220",ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),15546.00,7299.00,39000.00,2.13,0.80,800.00,0.05,01-06-22
ทม.บ้านสวน,13.34839449,100.9684733,999 หมู่ที่ 3 ถนน พระยาสัจจา ตำบล บ้านสวน อำเภอ เมืองชลบุรี ชลบุรี 20000,ภาคตะวันออก,เทศบาลเมือง (ทม.),69427.00,44938.00,NaN,1.54,82.50,82500.00,1.19,01-06-22
ทต.ดอนหัวฬ่อ,13.42185716,101.0341817,ถนน วิบูลย์ประชารักษ์ ตำบล ดอนหัวฬอ อำเภอเมืองชลบุรี ชลบุรี 20000,ภาคตะวันออก,เทศบาลตำบล (ทต.),12238.00,14108.00,NaN,0.87,35.00,35000.00,2.86,01-06-22
ทต.บ้านบึง,13.27689299,101.1264035,"เลขที่ 123 หมู่ที่ 5, ตำบลบ้านบึง อำเภอบ้านบึง จังหวัดชลบุรี, 20170",ภาคตะวันออก,เทศบาลตำบล (ทต.),13239.00,3839.00,57247.71,3.45,18.30,18300.00,1.38,01-06-22
ทต.ธาตุทอง,13.29906629,101.3604321,"1 หมู่ 1, ตำบลธาตุทอง อำเภอบ่อทอง จังหวัดชลบุรี, 20270",ภาคตะวันออก,เทศบาลตำบล (ทต.),7738.00,2648.00,NaN,2.92,5.00,5000.00,0.65,01-06-22
ทต.หัวถนน,13.53544294,101.2319634,ตำบล สระสี่เหลี่ยม อำเภอพนัสนิคม ชลบุรี 20140,ภาคตะวันออก,เทศบาลตำบล (ทต.),5152.00,1556.00,NaN,3.31,5.26,5260.00,1.02,01-06-22
อบต.เกษตรสุวรรณ,13.31494853,101.4572322,ตำบล เกษตรสุวรรณ อำเภอบ่อทอง ชลบุรี 20270,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),7078.00,1185.00,50000.00,5.97,2.50,2500.00,0.35,01-06-22
ทต.เหมือง  ,13.26832552,100.9681294,หมู่ที่ 4 เลขที่ 9 ตำบล เหมือง อำเภอเมืองชลบุรี ชลบุรี 20130,ภาคตะวันออก,เทศบาลตำบล (ทต.),9813.00,3125.00,121929.13,3.14,15.93,15930.00,1.62,01-06-22
ทต.นาป่า ,13.38643902,101.0320971,หมู่ที่ 2 89 ตำบล นาป่า อำเภอเมืองชลบุรี ชลบุรี 20000,ภาคตะวันออก,เทศบาลตำบล (ทต.),40899.00,25390.00,109000.00,1.61,34.00,34000.00,0.83,01-06-22
ทต.บางทราย,13.38470795,100.9856143,134 หมู่ 3 ตำบล บางทราย อำเภอเมืองชลบุรี ชลบุรี 20000,ภาคตะวันออก,เทศบาลตำบล (ทต.),12579.00,7458.00,15000.00,1.69,20.00,20000.00,1.59,01-06-22
ทต.หัวกุญแจ,13.25247855,101.1543638,ตำบล คลองกิ่ว อำเภอบ้านบึง ชลบุรี 20220,ภาคตะวันออก,เทศบาลตำบล (ทต.),3772.00,2080.00,NaN,1.81,6.00,6000.00,1.59,01-06-22
อบต.บ่อทอง,13.24098917,101.487676,ตำบล บ่อทอง อำเภอบ่อทอง ชลบุรี 20270,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),9977.00,3324.00,40000.00,3.00,10.29,10290.00,1.03,01-06-22
อบต.เขาไม้แก้ว,12.95092199,101.0458456,"331 อำเภอ บางละมุง ขอ เบ อ ร้ โทร, ตำบล เขาไม้แก้ว อำเภอบางละมุง ชลบุรี 20150",ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),7470.00,3833.00,NaN,1.95,11.22,11220.00,1.50,01-06-22
ทม.สัตหีบ,12.66354652,100.9034784,"654 หมู่ 2, ถนนเทศบาล 13, ตำบลสัตหีบ อำเภอสัตหีบ จังหวัดชลบุรี, 20180 20180",ภาคตะวันออก,เทศบาลเมือง (ทม.),22157.00,5334.00,NaN,4.15,25.00,25000.00,1.13,01-06-22
ทต.เกาะจันทร์,13.41575386,101.3340369,กิ่งตำบล เกาะจันทร์ อำเภอเกาะจันทร์ ชลบุรี 20240,ภาคตะวันออก,เทศบาลเมือง (ทม.),5293.00,1800.00,96000.00,2.94,6.50,6500.00,1.23,01-06-22
อบต.นาวังหิน,13.45346523,101.2044383,49 ถนน คสล. หมู่ 9 ตำบล นาวังหิน อำเภอพนัสนิคม ชลบุรี 20140,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),7557.00,2249.00,NaN,3.36,NaN,NaN,NaN,01-06-22
ทต.เขตรอุดมศักดิ์,12.72390975,100.8873677,100 ถ. สุขุมวิท ตำบล สัตหีบ อำเภอสัตหีบ ชลบุรี 20180,ภาคตะวันออก,เทศบาลตำบล (ทต.),54984.00,26594.00,NaN,2.07,30.00,30000.00,0.55,01-06-22
อบต.ท่าบุญมี,13.38458852,101.3031003,ตำบลท่าบุญมี อำเภอเกาะจันทร์ ชลบุรี 20240,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),12075.00,4077.00,68879.00,2.96,3.49,3490.00,0.29,01-06-22
ทต.เสม็ด,13.34189632,100.94385,ตำบล เสม็ด อำเภอเมืองชลบุรี ชลบุรี 20000,ภาคตะวันออก,เทศบาลตำบล (ทต.),22500.00,17417.00,NaN,1.29,30.28,30280.00,1.35,01-06-22
อบต.หนองข้างคอก,13.31970984,101.0000832,เลขที่ 16 ตำบล หนองข้างคอก อ.เมือง ชลบุรี 20000,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),6200.00,3508.00,76545.00,1.77,10.00,10000.00,1.61,01-06-22
อบต.สำนักบก,13.37757338,101.0541785,41/6 หมู่ 4 ตำบล สำนักบก อำเภอเมืองชลบุรี ชลบุรี 20000,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),5763.00,3287.00,NaN,1.75,4.50,4500.00,0.78,01-06-22
อบต.หนองขาม,13.14340633,101.0244074,อำเภอหนองขาม อำเภอศรีราชา ชลบุรี 20110,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),5366.00,2411.00,150000.00,2.23,6.00,6000.00,1.12,01-06-22
อบต.นามะตูม,13.42279485,101.1718675,ตำบล นามะตูม อำเภอพนัสนิคม ชลบุรี 20140,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),3320.00,1556.00,50000.00,2.13,2.00,2000.00,0.60,01-06-22
อบต.คลองพลู,13.11008468,101.4138849,ตำบล คลองพลู อำเภอหนองใหญ่ ชลบุรี 20190,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),4048.00,1460.00,40000.00,2.77,4.00,4000.00,0.99,01-06-22
อบต.พลูตาหลวง,12.69861548,100.9761549,26 ตำบล พลูตาหลวง อำเภอสัตหีบ ชลบุรี 20180,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),37627.00,20122.00,NaN,1.87,23.50,23500.00,0.62,01-06-22
อบต.เขาซก,13.0783261,101.4011513,ตำบล เขาซก อำเภอหนองใหญ่ ชลบุรี 20190,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),3628.00,1889.00,60000.00,1.92,NaN,NaN,NaN,01-06-22
ทม.ปรกฟ้า,13.41085272,101.4025528,999 หมู่ที่ 7 ตำบล เกาะจันทร์ อำเภอเกาะจันทร์ ชลบุรี 20240,ภาคตะวันออก,เทศบาลเมือง (ทม.),14215.00,4206.00,NaN,3.38,5.00,5000.00,0.35,01-06-22
อบต.นาเริก,13.40051172,101.2496912,"เนินแร่-ชุมแสง, ตำบล นาเริก อำเภอพนัสนิคม ชลบุรี 20140",ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),9679.00,3002.00,100000.00,3.22,4.00,4000.00,0.41,01-06-22
ทต.ปากน้ำ,13.74463684,101.2160346,ตำบล ปากน้ำ อำเภอบางคล้า ฉะเชิงเทรา 24110,ภาคตะวันออก,เทศบาลตำบล (ทต.),5603.00,2514.00,427409.00,2.23,NaN,NaN,NaN,01-06-22
ทต.วังเย็น,13.57313446,101.2931832,ตำบล วังเย็น อำเภอแปลงยาว ฉะเชิงเทรา 24190,ภาคตะวันออก,เทศบาลตำบล (ทต.),9268.00,3277.00,35000.00,2.83,2.50,2500.00,0.27,01-06-22
อบต.บางตลาด,13.73989538,101.1687971,ตำบล บางตลาด อำเภอ คลองเขื่อน ฉะเชิงเทรา 24110,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),2196.00,856.00,NaN,2.57,0.10,100.00,0.05,01-06-22
อบต.บางกรูด,13.63032312,101.0785172,98 หมู่ที่ 2 ตำบล บางกรูด อำเภอบ้านโพธิ์ ฉะเชิงเทรา 24140,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),2005.00,800.00,NaN,2.51,1.86,1861.00,0.93,01-06-22
อบต.ก้อนแก้ว,13.74801355,101.1422775,ตำบล ก้อนแก้ว อำเภอ คลองเขื่อน ฉะเชิงเทรา 24000,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),3006.00,927.00,NaN,3.24,3.07,3068.80,1.02,01-06-22
ทต.ดอนฉิมพลี,13.96564723,100.9635417,"เลขที่ 12/9 หมู่ที่ 18, ถนน ซอย เทศบาล 3 ตำบล ดอนฉิมพลี อำเภอบางน้ำเปรี้ยว ฉะเชิงเทรา 24170",ภาคตะวันออก,เทศบาลตำบล (ทต.),1612.00,731.00,111600.00,2.21,3.00,3000.00,1.86,01-06-22
อบต.บางน้ำเปรี้ยว,13.84463858,101.0247885,ต.บางน้ำเปรี้ยว อ.บางน้ำเปรี้ยว ฉะเชิงเทรา 24150,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),8226.00,2140.00,NaN,3.84,3.87,3870.00,0.47,01-06-22
ทต.พิมพา,13.61744458,100.9458896,92 ตำบล พิมพา อำเภอบางปะกง ฉะเชิงเทรา 24180,ภาคตะวันออก,เทศบาลตำบล (ทต.),3334.00,2951.00,NaN,1.13,12.00,12000.00,3.60,01-06-22
อบต.คลองอุดมชลจร,13.74203873,100.9409989,ตำบล คลองหลวงแพ่ง อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),9048.00,4003.00,NaN,2.26,7.50,7500.00,0.83,01-06-22
อบต.เสม็ดใต้,13.66082342,101.1607589,ตำบล เสม็ดใต้ อำเภอบางคล้า ฉะเชิงเทรา 24110,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),5322.00,1897.00,97200.00,2.81,0.30,300.00,0.06,01-06-22
อบต.วังตะเคียน,13.73210288,101.0384011,ตำบลคลองนครเนื่องเขต อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),6766.00,3184.00,103000.00,2.13,3.00,3000.00,0.44,01-06-22
ทต.หัวสำโรง,13.6365511,101.3009013,ตำบล หัวสำโรง อำเภอแปลงยาว ฉะเชิงเทรา 24190,ภาคตะวันออก,เทศบาลตำบล (ทต.),6740.00,3920.00,NaN,1.72,11.00,11000.00,1.63,01-06-22
อบต.เขาหินซ้อน,13.74195587,101.4610712,หมู่ 1 299 ตำบล เขาหินซ้อน อำเภอพนมสารคาม ฉะเชิงเทรา 24120,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),12642.00,5334.00,126000.00,2.37,6.00,6000.00,0.47,01-06-22
อบต.ลาดกระทิง,13.56725851,101.4527783,ตำบล ลาดกระทิง อำเภอสนามชัยเขต ฉะเชิงเทรา 24160,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),10849.00,4292.00,NaN,2.53,NaN,NaN,NaN,01-06-22
อบต.คลองบ้านโพธิ์,13.56844267,101.048487,40/3 ตำบล คลองบ้านโพธิ์ อำเภอบ้านโพธิ์ ฉะเชิงเทรา 24140,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),3264.00,952.00,5000.00,3.43,NaN,NaN,NaN,01-06-22
ทต.ทุ่งสะเดา,13.58792132,101.287851,"99 ม .4 ต วัง เย็น อ แปลง ยาว, ฉะเชิงเทรา 24190",ภาคตะวันออก,เทศบาลตำบล (ทต.),5302.00,1750.00,NaN,3.03,8.00,8000.00,NaN,01-06-22
ทต.บางขนาก,13.87143608,101.140918,ตำบล บางขนาก อำเภอบางน้ำเปรี้ยว ฉะเชิงเทรา 24150,ภาคตะวันออก,เทศบาลตำบล (ทต.),2087.00,784.00,100000.00,2.66,1.20,1200.00,NaN,01-06-22
ทต.บ้านโพธิ์,13.5995502,101.0792595,127/17 ถนน บ้านหมู่ใหญ่ ตำบล แสนภูดาษ อำเภอบ้านโพธิ์ ฉะเชิงเทรา 24140,ภาคตะวันออก,เทศบาลตำบล (ทต.),2837.00,1414.00,NaN,2.01,2.40,2400.00,NaN,01-06-22
ทต.เทพราช,13.66137369,100.9564799,"111/1 หมู่ 6, ถนน เทพ ราช อ่อนนุช, ตำบล เทพราช อำเภอบ้านโพธิ์ ฉะเชิงเทรา 24140",ภาคตะวันออก,เทศบาลตำบล (ทต.),4341.00,1238.00,NaN,3.51,4.00,4000.00,NaN,01-06-22
อบต.ศาลาแดง,13.82327934,100.9394068,ตำบลศาลาแดง อำเภอบางน้ำเปรี้ยว ฉะเชิงเทรา 24000,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),8609.00,3495.00,100000.00,2.46,10.00,10000.00,NaN,01-06-22
ทต.สนามชัยเขต,13.66014174,101.4486393,ซอย เทศบาล 1 ตำบล คู้ยายหมี อำเภอสนามชัยเขต ฉะเชิงเทรา 24160,ภาคตะวันออก,เทศบาลตำบล (ทต.),4235.00,2147.00,NaN,1.97,5.00,5000.00,NaN,01-06-22
ทต.นครเนื่องเขต,13.77020757,100.9875173,"5/1 9, นครคลองเนื่องเขต 12 ตำบลคลองนครเนื่องเขต อำเภอเมืองฉะเชิงเทรา ฉะเชิงเทรา 24000",ภาคตะวันออก,เทศบาลตำบล (ทต.),1484.00,495.00,NaN,3.00,1.80,1800.00,NaN,01-06-22
อบต.บางไผ่,13.66530881,101.1124943,"องค์การบริหารส่วนตำบลบางไผ่, ต.บางไผ่ อ.เมือง จ.ฉะเชิงเทรา, 24000",ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),5002.00,2249.00,NaN,2.22,8.00,8000.00,NaN,01-06-22
อบต.บางบุตร,12.81228551,101.3162917,33/3 หมู่ที่ 3 ถนนบางบุตร-วังจันทร์ ตำบล บางบุตร อำเภอบ้านค่าย ระยอง 21120,ภาคตะวันออก,องค์การบริหารส่วนตำบล (อบต.),10782.00,4603.00,NaN,2.34,5.50,5500.00,0.51,01-06-22
