sector_name,lat,long,address,zone,sector_type,population,housing,income,housing_size,amount_waste,amount_waste_kg,waste_rate,edit_date
อบต.บ้านสวน,17.03533921,99.88727488,"1 หมู่3, ถนนเทศบาล5, ตำบลบ้านสวน อำเภอเมืองสุโขทัย จังหวัดสุโขทัย, 64220 64220",ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),9076.00,3360.00,NaN,2.70,2.30,2300.00,0.25,01-06-22
อบต.วังแดง,17.47931991,100.1245773,ตำบล วังแดง อำเภอตรอน อุตรดิตถ์ 53140,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),8831.00,3218.00,30000.00,2.74,4.37,4370.00,0.49,01-06-22
อบต.น้ำพี้,17.56187636,100.2781562,109 หมู่ที่ 2 ตำบล น้ำพี้ อำเภอ ทองแสนขัน อุตรดิตถ์ 53230,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),5442.00,1983.00,108000.00,2.74,2.00,2000.00,0.37,01-06-22
อบต.บ้านหม้อ,17.24875583,100.0860819,"เลข ที่ 999 หมู่ ที่ 4 อาคาร องค์การ บริหาร ส่วน ตำบล บ้านหม้อ, ตำบล บ้านหม้อ อำเภอพิชัย อุตรดิตถ์ 53120",ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),5754.00,2043.00,NaN,2.82,3.00,3000.00,0.52,01-06-22
ทต.ท่าเสา,15.99008329,100.2220734,339 หมู่ที่1 ตำบล ท่าเสา อำเภอ โพทะเล พิจิตร 66130,ภาคเหนือ,เทศบาลตำบล (ทต.),14374.00,7273.00,40000.00,1.98,11.00,11000.00,0.77,01-06-22
อบต.ร้องกวาง,18.35904257,100.3338196,186 หมู่ที่ 6 บ้านห้วยกุลัว ถนน ยันตรกิจโกศล ตำบล ร้องกวาง อำเภอ ร้องกวาง แพร่ 54140,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),2328.00,938.00,NaN,2.48,0.04,36.00,0.02,01-06-22
อบต.เด่นชัย,17.97868746,100.029597,บ้านห้วยน้ำพริก 304 หมู่ที่ 5 ถ.ยันตรกิจโกศล ตำบล เด่นชัย อำเภอเด่นชัย แพร่ 54110,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),1312.00,263.00,60000.00,4.99,1.40,1400.00,1.07,01-06-22
อบต.แม่ระมาด,16.99011543,98.51776676,"444 4, ถนน ลาดยางหมู่บ้านบ้านแม่ละมาดน้อย-บ้านกก ตำบล แม่ระมาด อำเภอแม่ระมาด ตาก 63140",ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),5897.00,2552.00,4000.00,2.31,2.00,2000.00,0.34,01-06-22
อบต.พบพระ,16.41619375,98.68721798,ตำบล พบพระ อำเภอ พบพระ ตาก 63160,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),11377.00,2329.00,60000.00,4.88,4.00,4000.00,0.35,01-06-22
อบต.อุ้มผาง,16.00143067,98.86856316,268 หมู่ 3 บ้าน กิ่ว ห้าง ตำบล อุ้มผาง อำเภออุ้มผาง ตาก 63170,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),3937.00,2187.00,50000.00,1.80,NaN,NaN,NaN,01-06-22
ทต.ไม้งาม,16.9097169,99.09862818,หมู่ 4 ตำบล ไม้งาม อำเภอเมืองตาก ตาก 63000,ภาคเหนือ,เทศบาลตำบล (ทต.),11664.00,6353.00,NaN,1.84,NaN,NaN,NaN,01-06-22
อบต.เชียงทอง,16.64656912,99.23092317,ตำบลเชียงทอง อำเภอวังเจ้า ตาก 63000,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),14858.00,4335.00,NaN,3.43,2.50,2500.00,0.17,01-06-22
ทต.แม่กลอง,16.05202079,98.84193828,ตำบล แม่กลอง อำเภออุ้มผาง ตาก 63170,ภาคเหนือ,เทศบาลตำบล (ทต.),6022.00,2194.00,NaN,2.74,6.00,6000.00,1.00,01-06-22
อบต.พะวอ,16.8071388,98.73865627,ตำบล พะวอ อำเภอแม่สอด ตาก 63110,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),7322.00,2482.00,NaN,2.95,NaN,NaN,NaN,01-06-22
ทต.วังเจ้า,16.68596336,99.25438681,789 หมู่ 1 ตำบล วังเจ้า อำเภอวังเจ้า ตาก 63000,ภาคเหนือ,เทศบาลตำบล (ทต.),4234.00,1919.00,60000.00,2.21,2.50,2500.00,0.59,01-06-22
อบต.แม่ตื่น,17.40651006,98.4625057,199 หมู่ 1 ตำบล แม่ตื่น อำเภอ อมก๋อย เชียงใหม่ 50180,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),10327.00,3596.00,NaN,2.87,NaN,NaN,NaN,01-06-22
อบต.ป่ามะม่วง,16.88267719,99.11136591,"หมู่ 6 องค์การบริหารส่วนตำบลป่ามะม่วง, ตำบลป่ามะม่วง อำเภอเมือง จังหวัดตาก 63000",ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),4355.00,1938.00,100000.00,2.25,1.00,1000.00,0.23,01-06-22
ทต.หนองบัวใต้,16.8229324,99.12952672,"หมู่ 1, ตำบลหนองบัวใต้ อำเภอเมือง ตาก 63000",ภาคเหนือ,เทศบาลตำบล (ทต.),6246.00,2757.00,5000.00,2.27,NaN,NaN,NaN,01-06-22
ทต.แม่จะเรา,16.96206499,98.58098054,ตำบล แม่จะเรา อำเภอแม่ระมาด ตาก 63140,ภาคเหนือ,เทศบาลตำบล (ทต.),5770.00,2150.00,5000.00,2.68,NaN,NaN,NaN,01-06-22
ทต.แม่จัน,16.0326722,98.66724854,"หมู่ 2, ตำบลแม่จัน อำเภออุ้มผาง จังหวัดตาก, 63170",ภาคเหนือ,เทศบาลตำบล (ทต.),22103.00,3069.00,2098.00,7.20,NaN,NaN,NaN,01-06-22
อบต.ท่าโพธิ์,16.7636048,100.1801211,อาคารสำนักงานองค์การบริหารส่วน ตำบล ท่าโพธิ์ อำเภอเมืองพิษณุโลก พิษณุโลก 65000,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),20173.00,9290.00,NaN,2.17,4.50,4500.00,0.22,01-06-22
อบต.วัดจันทร์,16.80350197,100.235137,85 หมู่ 8 ตำบลวัดจันทร์ อำเภอเมืองพิษณุโลก พิษณุโลก 65000,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),8708.00,4437.00,111397.77,1.96,8.00,8000.00,0.92,01-06-22
ทต.บางระกำ,16.75336506,100.1159739,"หมู่ 7, ตำบลบางระกำ อำเภอบางระกำ จังหวัดพิษณุโลก, 65140 65140",ภาคเหนือ,เทศบาลตำบล (ทต.),4582.00,1925.00,NaN,2.38,4.25,4250.00,0.93,01-06-22
ทต.บ้านคลอง,16.83523614,100.2317198,ตำบลพลายชุมพล อำเภอเมืองพิษณุโลก พิษณุโลก 65000,ภาคเหนือ,เทศบาลตำบล (ทต.),13562.00,6185.00,NaN,2.19,13.83,13830.00,1.02,01-06-22
ทน.พิษณุโลก,16.79541705,100.2327868,1299 ถนนบรมไตรโลกนารถ2 ตำบลวัดจันทร์ อำเภอเมืองพิษณุโลก พิษณุโลก 65000,ภาคเหนือ,เทศบาลนคร (ทน.),64288.00,36771.00,NaN,1.75,90.00,90000.00,1.40,01-06-22
อบต.วัดพริก,16.72161895,100.2458919,ตำบล วัดพริก อำเภอเมืองพิษณุโลก พิษณุโลก 65230,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),8317.00,NaN,NaN,NaN,NaN,NaN,NaN,01-06-22
อบต.บึงพระ,16.74867625,100.2688763,ตำบล บึงพระ อำเภอเมืองพิษณุโลก พิษณุโลก 65000,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),18592.00,5102.00,30000.00,3.64,12.50,12500.00,0.67,01-06-22
ทต.พลายชุมพล,16.8589493,100.2278012,ซอย ระนาดเอก หมู่ 2 พิษณุโลก อำเภอเมืองพิษณุโลก พิษณุโลก 65000,ภาคเหนือ,เทศบาลตำบล (ทต.),7655.00,4165.00,120000.00,1.84,8.83,8830.00,1.15,01-06-22
ทม.อรัญญิก,16.81457684,100.3050955,911 ตำบลอรัญญิก อำเภอเมืองพิษณุโลก พิษณุโลก 65000,ภาคเหนือ,เทศบาลเมือง (ทม.),30414.00,14023.00,NaN,2.17,19.00,19000.00,0.62,01-06-22
อบต.ดอนทอง,16.90319831,100.3562633,ตำบล บ้านป่า อำเภอเมืองพิษณุโลก พิษณุโลก 65000,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),13356.00,5683.00,100000.00,2.35,1.47,1470.00,0.11,01-06-22
อบต.วังทอง,16.8336583,100.4359191,"ถนน พิษณุโลก - วังทอง, ตำบลวังทอง จ อ.วังทอง ตำบลวังทอง อำเภอวังทอง พิษณุโลก 65130",ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),15307.00,5770.00,8000.00,2.65,7.00,7000.00,0.46,01-06-22
อบต.คลองกระจัง,15.37602382,101.1162995,ตำบล คลองกระจัง อำเภอศรีเทพ เพชรบูรณ์ 67170,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),14004.00,4285.00,NaN,3.27,NaN,NaN,NaN,01-06-22
อบต.ซับไม้แดง,15.7650102,100.9390964,ตำบล ซับไม้แดง อำเภอบึงสามพัน เพชรบูรณ์ 67160,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),7630.00,2332.00,38000.00,3.27,0.63,630.00,0.08,01-06-22
อบต.น้ำหนาว,16.7700613,101.6692176,241 ตำบล น้ำหนาว อำเภอ น้ำหนาว เพชรบูรณ์ 67260,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),5330.00,2154.00,12000.00,2.47,1.50,1500.00,0.28,01-06-22
ทม.เพชรบูรณ์,16.41859178,101.1581636,ตำบล ในเมือง อำเภอเมืองเพชรบูรณ์ เพชรบูรณ์ 67000,ภาคเหนือ,เทศบาลเมือง (ทม.),21600.00,12500.00,NaN,1.73,46.90,46900.00,2.17,01-06-22
อบต.หลักด่าน,16.96326143,101.5041136,157 ตำบล หลักด่าน อำเภอ น้ำหนาว เพชรบูรณ์ 67260,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),3999.00,1257.00,6000.00,3.18,1.00,1000.00,0.25,01-06-22
อบต.ท่าข้าม,16.16475329,100.8073862,333 ตำบล ท่าข้าม อำเภอชนแดน เพชรบูรณ์ 67150,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),6457.00,2619.00,92672.61,2.47,0.30,300.00,0.05,01-06-22
ทต.หนองบัว,15.87031783,100.5968208,26/2 หมู่ที่ 9 ต ตำบล หนองกลับ อำเภอ หนองบัว นครสวรรค์ 60110,ภาคเหนือ,เทศบาลตำบล (ทต.),11617.00,5021.00,120000.00,2.31,8.00,8000.00,0.69,01-06-22
อบต.วังใหญ่,15.7949041,100.4214325,"99, ตำบล วังใหญ่ อำเภอ ท่าตะโก นครสวรรค์ 60160",ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),2509.00,1029.00,NaN,2.44,2.00,2000.00,0.80,01-06-22
อบต.ทำนบ,15.58501479,100.5519043,ตำบล ทำนบ อำเภอ ท่าตะโก นครสวรรค์ 60160,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),3581.00,1333.00,83040.55,2.69,3.26,3260.00,0.91,01-06-22
อบต.หนองกรด,15.71708503,100.0428181,ถนนเข้าอบต.หนองกรด ตำบล หนองกรด อำเภอเมืองนครสวรรค์ นครสวรรค์ 60240,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),11745.00,3950.00,60000.00,2.97,2.00,2000.00,0.17,01-06-22
ทม.ตาคลี,15.2335137,100.3561545,"เลขที่ 1, ซอย, 3, 60140 ถนน ประชาตาคลี ตำบล ตาคลี อำเภอตาคลี นครสวรรค์ 60140",ภาคเหนือ,เทศบาลเมือง (ทม.),23206.00,9895.00,NaN,2.35,42.53,42530.00,1.83,01-06-22
ทต.อุดมธัญญา,15.48381179,100.4259366,ตำบล อุดมธัญญา อำเภอ ตากฟ้า นครสวรรค์ 60190,ภาคเหนือ,เทศบาลตำบล (ทต.),10262.00,3711.00,90000.00,2.77,NaN,NaN,NaN,01-06-22
ทน.นครสวรรค์,15.7135204,100.1355881,ตำบลปากน้ำโพ อ.เมือง นครสวรรค์ 60000,ภาคเหนือ,เทศบาลนคร (ทน.),81267.00,19024.00,99627.66,4.27,256.00,256000.00,3.15,01-06-22
ทต.ลาดยาว,15.75406392,99.78084322,ตำบล ลาดยาว อำเภอลาดยาว นครสวรรค์ 60150,ภาคเหนือ,เทศบาลตำบล (ทต.),6049.00,3478.00,NaN,1.74,7.00,7000.00,1.16,01-06-22
อบต.หูกวาง,15.88996936,100.0110824,ตำบล หูกวาง อำเภอบรรพตพิสัย นครสวรรค์ 60180,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),4365.00,1447.00,NaN,3.02,1.00,1000.00,0.23,01-06-22
อบต.ทุ่งนางาม,15.38009483,99.5904882,108 หมู่ที่ 8ตำบล ทุ่งนางาม อำเภอ ลานสัก อุทัยธานี 61170,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),7414.00,2419.00,21376.75,3.06,2.00,2000.00,0.27,01-06-22
อบต.ห้วยแห้ง,15.13114648,99.52485859,ตำบล ห้วยแห้ง อำเภอบ้านไร่ อุทัยธานี 61140,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),4881.00,1640.00,NaN,2.98,0.44,435.00,0.09,01-06-22
อบต.ท่าซุง,15.31972992,100.0662135,ตำบล ท่าซุง อำเภอเมืองอุทัยธานี อุทัยธานี 61000,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),3810.00,1385.00,NaN,2.75,1.10,1100.00,0.29,01-06-22
ทม.อุทัยธานี,15.37677337,100.0341936,147 ถนน ศรีอุทัย ตำบล อุทัยใหม่ อำเภอเมืองอุทัยธานี อุทัยธานี 61000,ภาคเหนือ,เทศบาลเมือง (ทม.),15288.00,9279.00,162000.00,1.65,30.00,30000.00,1.96,01-06-22
ทต.ทัพทัน,15.45705506,99.89595843,ตำบล ทัพทัน อำเภอ ทัพทัน อุทัยธานี 61120,ภาคเหนือ,เทศบาลตำบล (ทต.),8836.00,3630.00,NaN,2.43,1.25,1250.00,0.14,01-06-22
อบต.ทุ่งพง,15.42311952,99.85458842,ตำบล ทุ่งพง อำเภอ หนองฉาง อุทัยธานี 61110,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),2161.00,707.00,NaN,3.06,1.03,1025.50,0.47,01-06-22
อบต.ทองหลาง,15.34075364,99.57596379,ตำบล ทองหลาง อำเภอ ห้วยคต อุทัยธานี 61170,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),7773.00,2692.00,10000.00,2.89,5.00,5000.00,0.64,01-06-22
อบต.หนองไผ่,15.36116096,99.90306301,ตำบล หนองไผ่ อำเภอ หนองขาหย่าง อุทัยธานี 61130,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),2432.00,841.00,67067.51,2.89,NaN,NaN,NaN,01-06-22
ทต.ลานสัก,15.45475862,99.56346378,222 หมู่ที่ 5 ตำบล ลานสัก อำเภอลานสัก อุทัยธานี 61160,ภาคเหนือ,เทศบาลตำบล (ทต.),3459.00,2117.00,NaN,1.63,2.98,2980.00,0.86,01-06-22
ทต.เมืองการุ้ง,15.17597061,99.69284508,ตำบล เมืองการุ้ง อำเภอบ้านไร่ อุทัยธานี 61180,ภาคเหนือ,เทศบาลตำบล (ทต.),2134.00,993.00,30000.00,2.15,1.50,1500.00,0.70,01-06-22
อบต.นครชุม,16.45855777,99.4933228,ตำบล ท่าขุนราม อำเภอเมืองกำแพงเพชร กำแพงเพชร 62000,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),10501.00,5086.00,NaN,2.06,NaN,NaN,NaN,01-06-22
อบต.ทรงธรรม,16.54022191,99.4671759,ตำบลทรงธรรม อำเภอเมืองกำแพงเพชร กำแพงเพชร 62000,ภาคเหนือ,องค์การบริหารส่วนตำบล (อบต.),7631.00,2725.00,NaN,2.80,2.00,2000.00,0.26,01-06-22
อบต. แป-ระ,6.835078705,99.92931859,ตำบล แป-ระ อำเภอ ท่าแพ สตูล 91150,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),6245.00,1842.00,NaN,3.39,0.53,530.00,0.08,01-06-22
ทต.ควนขนุน,7.734591386,100.0123967,"222 หมู่ 5, ตำบลควนขนุน อำเภอควนขนุน จังหวัดพัทลุง, 93110",ภาคใต้,เทศบาลตำบล (ทต.),1150.00,297.00,40000.00,3.87,1.00,1000.00,0.87,01-06-22
อบต.บางขัน,8.049926204,99.43766061,หมู่ที่ 8 51 ตำบล บางขัน อำเภอ บางขัน นครศรีธรรมราช 80360,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),14040.00,4647.00,120000.00,3.02,2.00,2000.00,0.14,01-06-22
อบต.นาสัก,10.17467012,99.03331505,ตำบล นาสัก อำเภอสวี ชุมพร 86130,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),13224.00,6208.00,NaN,2.13,12.03,12030.00,0.91,01-06-22
ทต.พังลา,6.776051079,100.4565462,23 ถ. กาญจนวนิช ตำบล พังลา อำเภอสะเดา สงขลา 90170,ภาคใต้,เทศบาลตำบล (ทต.),8334.00,2965.00,83121.55,2.81,7.81,7810.00,0.94,01-06-22
ทม.บ้านพรุ,6.947877547,100.4793125, ตำบลบ้านพรุ อำเภอหาดใหญ่ สงขลา 90250,ภาคใต้,เทศบาลเมือง (ทม.),6729.00,1519.00,15481.00,4.43,NaN,NaN,NaN,01-06-22
อบต.เขามีเกียรติ,6.768795372,100.50379,34/1 ถนนคลองแงะ-นาทวี ตำบล เขามีเกียรติ อำเภอสะเดา สงขลา 90170,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),5970.00,1945.00,NaN,3.07,2.02,2020.00,0.34,01-06-22
ทน.ตรัง,7.557422982,99.61010817,สำนักงานเทศบาลเมืองตรัง ตำบล ทับเที่ยง อำเภอเมืองตรัง ตรัง 92000,ภาคใต้,เทศบาลนคร (ทน.),56741.00,25387.00,70000.00,2.24,60.00,60000.00,1.06,01-06-22
ทน.ภูเก็ต,7.889906802,98.39938688,52/1 นริศร ตำบลตลาดใหญ่ อำเภอเมืองภูเก็ต ภูเก็ต 83000,ภาคใต้,เทศบาลนคร (ทน.),79499.00,26198.00,14385.00,3.03,124.00,124000.00,1.56,01-06-22
อบต.โคกเคียน,8.846871668,98.37129431,"23/1, ถนนทางหลวง 401, ตำบลโคกเคียน อำเภอตะกั่วป่า จังหวัดพังงา, 82110",ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),22399.00,8401.00,NaN,2.67,15.00,15000.00,0.67,01-06-22
อบต.ลุโบะยิไร,6.66004431,101.4125033,ตำบล ลุโบะยิไร อำเภอ มายอ ปัตตานี 94140,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),11852.00,2379.00,NaN,4.98,NaN,NaN,NaN,01-06-22
ทม.กระบี่,8.085081174,98.90665682,292 ถนน มหาราช ตำบล ปากน้ำ อำเภอเมืองกระบี่ กระบี่ 81000,ภาคใต้,เทศบาลเมือง (ทม.),32529.00,17608.00,NaN,1.85,42.00,42000.00,1.29,01-06-22
ทต.ทรายขาว,7.751575826,99.2619295,145 หมู่ 2 ตำบล ทรายขาว อำเภอคลองท่อม กระบี่ 81170,ภาคใต้,เทศบาลตำบล (ทต.),11026.00,3686.00,100000.00,2.99,NaN,NaN,NaN,01-06-22
ทต.คลองพนพัฒนา,7.833800688,99.17195262,ตำบล คลองพน อำเภอคลองท่อม กระบี่ 81170,ภาคใต้,เทศบาลตำบล (ทต.),17388.00,5023.00,144000.00,3.46,3.69,3690.00,0.21,01-06-22
ทม.หลังสวน,9.951931501,99.08134049,244 ถนนหลังสวน 8 ตำบล หลังสวน อำเภอหลังสวน ชุมพร 86110,ภาคใต้,เทศบาลเมือง (ทม.),10984.00,3679.00,108000.00,2.99,NaN,NaN,NaN,01-06-22
อบต.นาสัก,10.1746745,99.03327295,ตำบล นาสัก อำเภอสวี ชุมพร 86130,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),13224.00,6208.00,NaN,2.13,NaN,NaN,NaN,01-06-22
อบต.รับร่อ,10.61853796,99.10724891, 62 อำเภอท่าแซะ ชุมพร 86190,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),20123.00,9110.00,50000.00,2.21,4.00,4000.00,0.20,01-06-22
อบต.สองพี่น้อง,10.89165305,99.25210854,ตำบล สองพี่น้อง อำเภอท่าแซะ ชุมพร 86140,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),9898.00,3159.00,60410.00,3.13,12.00,12000.00,1.21,01-06-22
อบต.หงษ์เจริญ,10.78043898,99.19100145,ตำบล หงษ์เจริญ อำเภอท่าแซะ ชุมพร 86140,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),11976.00,4859.00,91000.00,2.46,10.50,10500.00,0.88,01-06-22
ทต.นาเมืองเพชร,7.548055821,99.47226471,"99/1 หมู่ที่ 3, ตำบลนาเมืองเพชร อำเภอสิเกา จังหวัดตรัง 92000",ภาคใต้,เทศบาลตำบล (ทต.),5190.00,2034.00,80000.00,2.55,NaN,NaN,NaN,01-06-22
ทต.วังมะปรางเหนือ,7.736616701,99.39727318,261 ตำบล วังมะปราง อำเภอ วังวิเศษ ตรัง 92220,ภาคใต้,เทศบาลตำบล (ทต.),2989.00,1324.00,30000.00,2.26,3.20,3200.00,1.07,01-06-22
ทม.ตรัง,7.557527671,99.61007441,ตำบลทับเที่ยง อำเภอเมืองตรง จังหวัดตรัง,ภาคใต้,เทศบาลเมือง (ทม.),11927.00,4997.00,159388.07,2.39,8.10,8100.00,0.68,01-06-22
ทต.นาตาล่วง,7.591270925,99.594831,35 หมู่ที่ 2 ตำบลนาตาล่วง อำเภอเมือง นาตาล่วง เมือง ตรัง 92000,ภาคใต้,เทศบาลตำบล (ทต.),7481.00,3586.00,205345.18,2.09,3.00,3000.00,0.40,01-06-22
อบต.น้ำผุด,7.659302433,99.68076106,296/2 4123 ตำบล น้ำผุด อำเภอเมืองตรัง ตรัง 92000,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),10361.00,3246.00,5022.00,3.19,2.93,2929.60,0.28,01-06-22
อบต.ปะเหลียน,7.329740309,99.8074899,"100 หมู่ ที่ 1, ตำบล ปะเหลียน อำเภอ ปะเหลียน ตรัง",ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),12423.00,4312.00,NaN,2.88,11.30,11300.00,0.91,01-06-22
อบต.อ่าวตง,7.855782272,99.3846225,"องค์การบริหารส่วนตำบลอ่าวตง, ตำบลอ่าวตง อำเภอวังวิเศษ จังหวัดตรัง, 92220",ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),10997.00,3644.00,NaN,3.02,1.50,1500.00,0.14,01-06-22
ทต.ทุ่งใส,9.055258922,99.83973492,ถ. สุราษธานี - นครศรีธรรมราช ตำบล ทุ่งใส อำเภอ สิชล นครศรีธรรมราช 80120,ภาคใต้,เทศบาลตำบล (ทต.),11296.00,3477.00,NaN,3.25,11.52,11520.00,1.02,01-06-22
อบต.ควนพัง,8.147508443,99.95466278,ตำบล ควนพัง อำเภอร่อนพิบูลย์ นครศรีธรรมราช 80130,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),12965.00,3866.00,144000.00,3.35,1.00,1000.00,0.08,01-06-22
อบต.ท่าซัก,8.453725006,99.99698194,81 ตำบล ท่าซัก อำเภอเมืองนครศรีธรรมราช นครศรีธรรมราช 80000,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),12731.00,5899.00,NaN,2.16,8.00,8000.00,0.63,01-06-22
อบต.ท่าเรือ,8.304535165,99.99000347,106​/1 ท่าเรือ เมือง นครศรีธรรมราช 80000,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),22161.00,8012.00,50000.00,2.77,7.00,7000.00,0.32,01-06-22
อบต.สวนหลวง,8.135681669,100.0726979,ตำบล สวนหลวง อำเภอ เฉลิมพระเกียรติ นครศรีธรรมราช 80190,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),10579.00,3893.00,NaN,2.72,0.80,800.00,0.08,01-06-22
ทต.กะปาง,8.041624877,99.64999665,340 ถนน ทุ่งสง-ห้วยยอด ตำบล กะปาง อำเภอทุ่งสง นครศรีธรรมราช 80310,ภาคใต้,เทศบาลตำบล (ทต.),15472.00,6230.00,30000.00,2.48,0.45,450.00,0.03,01-06-22
อบต.กรุงหยัน,8.20937869,99.4316392,ตำบล กรุงหยัน อำเภอ ทุ่งใหญ่ นครศรีธรรมราช 80240,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),10494.00,3597.00,NaN,2.92,6.00,6000.00,0.57,01-06-22
อบต.เขาโร,8.058960686,99.57649685,ตำบล เขาโร อำเภอทุ่งสง นครศรีธรรมราช 80110,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),10654.00,3325.00,NaN,3.20,9.70,9700.00,0.91,01-06-22
ทม.สุไหงโก-ลก,6.029777844,101.9667801,ตำบล สุไหงโก-ลก อำเภอ สุไหงโก-ลก นราธิวาส 96120,ภาคใต้,เทศบาลเมือง (ทม.),40922.00,15345.00,NaN,2.67,32.95,32950.00,0.81,01-06-22
ทต.ปานะเระ,6.856065934,101.488716,เลขที่ 3 ถนนปะนาเระ-ปาลัส อำเภอปานาเระ อำเภอ ปะนาเระ ปัตตานี 94130,ภาคใต้,เทศบาลตำบล (ทต.),10534.00,2640.00,8000.00,3.99,5.00,5000.00,0.47,01-06-22
อบต.ท่ากำชำ,6.813951497,101.0591561,ตำบล ท่ากำชำ อำเภอ หนองจิก ปัตตานี 94170,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),7717.00,1678.00,NaN,4.60,0.75,750.00,0.10,01-06-22
อบต.บ้านกลาง,6.837218457,101.5010982,"อาคารสำนักงานองค์การบริหารส่วนตำบลบ้านกลาง, ตำบลบ้านกลาง อำเภอปะนาเระ จังหวัดปัตตานี, 94130",ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),8115.00,1783.00,54040.80,4.55,1.48,1480.00,0.18,01-06-22
อบต.ตะโละกาโปร์,6.89031798,101.3855046,ตำบล ตะโละกาโปร์ อำเภอ ยะหริ่ง ปัตตานี 94150,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),8891.00,1954.00,NaN,4.55,2.00,2000.00,0.22,01-06-22
อบต.บาราเฮาะ,6.829648044,101.2668581,ตำบล บาราเฮาะ อำเภอเมืองปัตตานี ปัตตานี 94000,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),7732.00,1806.00,NaN,4.28,3.50,3500.00,0.45,01-06-22
อบต.เมาะมาวี,6.698269776,101.2929998,ตำบล เมาะมาวี อำเภอ ยะรัง ปัตตานี 94160,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),10855.00,2537.00,30982.10,4.28,4.80,4800.00,0.44,01-06-22
อบต.คุระ,9.197219778,98.41207704, ตำบล คุระ อำเภอ คุระบุรี พังงา 82150,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),11200.00,4534.00,NaN,2.47,NaN,NaN,NaN,01-06-22
อบต.บ่อแสน,8.473691441,98.6001911,"44/8 หมู่ 1, ถนนหลวงสาย 415, ตำบลบ่อแสน อำเภอทับปุด จังหวัดพังงา, 82180",ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),7391.00,2180.00,7000.00,3.39,NaN,NaN,NaN,01-06-22
